,id,nombre,precio,estado,scrap_locat,dist_scrap_locat,reservado,url,fecha
45,1044882801,gopro 11,"350,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-11-1044882801,20250110
46,1073520820,go pro 10 hero black,"300,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/go-pro-10-hero-black-1073520820,20250110
47,1041397524,gopro 11 hero black,"240,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-11-hero-black-1041397524,20250110
48,1048036050,gopro hero 10 + accesorios,"240,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10---accesorios-1048036050,20250110
49,1012043733,gopro 11 +volta + media+kit como nuevo,"340,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-11-kit-1012043733,20250110
50,1037670264,gopro hero 10 black ,"330,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-1037670264,20250110
51,939826349,gopro hero 11,"320,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-11-939826349,20250110
52,997314133,gopro 10 ,"180,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-997314133,20250110
53,1027999409,gopro hero 10 black + pack max lens,"300,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black---pack-max-lens-1027999409,20250110
54,936206770,gopro 10 + accesorios a estrenar,"280,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-10-con-accesorios-a-estrenar-936206770,20250110
55,934696940,gopro hero 10 black,"280,00",as_good_as_new,madrid,60,False,https://es.wallapop.com/item/gopro-hero-10-black-934696940,20250110
